ID,homo_lumo_gap_ev,final_single_point_energy_hartree,homo_energy_ev,lumo_energy_ev,chemical_hardness_eta_ev,electrophilicity_index_omega_ev,dipole_moment_magnitude_debye,electronegativity_chi_ev
DB17051,2.0388,-4955.19675586,-4.9876,-2.9488,1.0194,7.7234703,35.71320353,3.9682
DB17056,2.0315,-4948.19887526,-4.3076,-2.2761,1.01575,5.33412573,27.08026879,3.29185
DB17061,2.2544,-4673.61031634,-4.8596,-2.6052,1.1272,6.17938687,23.57711133,3.7324
DB17062,0.663,-4860.38886122,-4.2486,-3.5856,0.3315,23.14279398,32.22333897,3.9171
DB17097,2.655,-5570.79050894,-5.0292,-2.3742,1.3275,5.16104817,31.52425635,3.7017
DB17105,2.6099,-5001.11304866,-4.7816,-2.1717,1.30495,4.63124841,43.61914042,3.47665
DB17129,2.732,-5188.24933136,-4.9573,-2.2253,1.366,4.7208769,13.10828559,3.5913
DB17131,3.1126,-5572.39212514,-4.7144,-1.6018,1.5563,3.20426512,24.34230312,3.1581
DB17138,2.4384,-4480.62186344,-4.9907,-2.5523,1.2192,5.83342038,21.89991997,3.7715
DB17139,3.2951,-5464.31648247,-5.0353,-1.7402,1.64755,3.48300509,25.64012779,3.38775
DB17143,2.5262,-4862.03674313,-4.8132,-2.287,1.2631,4.98899929,26.57451931,3.5501
DB00261,3.1292,-5186.86476077,-5.0058,-1.8766,1.5646,3.78430827,28.08746213,3.4412
DB00346,3.0953,-4956.5110311,-4.6454,-1.5501,1.54765,3.10020194,23.62480647,3.09775
DB00352,3.0102,-4507.24611171,-4.9239,-1.9137,1.5051,3.88286275,38.17804041,3.4188
DB00354,3.3018,-5298.01903005,-4.4818,-1.18,1.6509,2.42715937,35.19946363,2.8309
DB00422,3.7251,-4391.77009749,-5.004,-1.2789,1.86255,2.64924649,20.15133751,3.14145
DB00442,3.8655,-4607.40667124,-5.0026,-1.1371,1.93275,2.43797155,35.25113015,3.06985
DB00478,3.9178,-4166.36500561,-5.0132,-1.0954,1.9589,2.38111912,24.71882939,3.0543
DB00484,2.1116,-6914.74035429,-4.7523,-2.6407,1.0558,6.47097568,32.24002059,3.6965
DB00502,2.8694,-5220.8788861,-4.8904,-2.021,1.4347,4.16179776,19.69186338,3.4557
DB00530,2.9619,-4958.77930257,-4.9001,-1.9382,1.48095,3.946989,46.11598798,3.41915
DB00601,3.663,-4828.38840295,-4.7207,-1.0577,1.8315,2.2788634,23.37784712,2.8892
DB00690,2.5824,-5255.15764729,-4.8376,-2.2552,1.2912,4.8702575,19.99580561,3.5464
DB00693,2.6897,-4787.15545606,-4.9076,-2.2179,1.34485,4.71918339,23.3431081,3.56275
DB00697,2.2854,-5121.51783683,-4.8277,-2.5423,1.1427,5.94172793,23.03693808,3.685
DB00712,3.2079,-4471.41187807,-4.923,-1.7151,1.60395,3.43405122,17.042035,3.31905
DB00801,2.6746,-5241.13152018,-5.0301,-2.3555,1.3373,5.09862104,34.95565356,3.6928
DB00807,2.5957,-4602.13023527,-4.493,-1.8973,1.29785,3.93303676,28.8230292,3.19515
DB00811,3.3002,-4548.89555658,-5.0373,-1.7371,1.6501,3.4764935,29.51809756,3.3872
DB00846,2.5422,-5127.17941062,-4.9888,-2.4466,1.2711,5.43674506,15.6889036,3.7177
DB00872,3.371,-5246.08512301,-4.9489,-1.5779,1.6855,3.15923452,25.79254879,3.2634
DB00967,3.2363,-4946.73315727,-4.724,-1.4877,1.61815,2.98065823,24.30509221,3.10585
DB01043,3.9101,-4166.37806178,-5.0043,-1.0942,1.95505,2.37792526,23.68471274,3.04925
DB01048,3.6152,-4590.90234816,-4.7283,-1.1131,1.8076,2.35961731,25.36846755,2.9207
DB01091,2.9027,-4589.02118231,-4.6855,-1.7828,1.45135,3.60344721,24.22508846,3.23415
DB01143,3.9352,-4916.07467242,-5.0043,-1.0691,1.9676,2.34334898,24.26455693,3.0367
DB01183,3.4826,-4733.8890566,-4.8537,-1.3711,1.7413,2.78155222,41.57789191,3.1124
DB01255,3.9381,-4467.77002353,-5.0056,-1.0675,1.96905,2.34139202,33.54198996,3.03655
DB01265,3.4208,-4516.83553566,-5.0547,-1.6339,1.7104,3.26951078,27.60072251,3.3443
DB01399,2.7683,-4557.33547987,-5.1371,-2.3688,1.38415,5.0878278,38.94662422,3.75295
DB01450,3.5204,-4970.82858748,-4.5928,-1.0724,1.7602,2.27917929,34.11091356,2.8326
DB01500,2.7888,-4568.8640487,-4.945,-2.1562,1.3944,4.5204964,18.46408673,3.5506
DB01533,2.7116,-5115.01611428,-4.4819,-1.7703,1.3558,3.60396121,24.13743894,3.1261
DB01573,3.5005,-4851.52849259,-4.6279,-1.1274,1.75025,2.36562477,24.99930862,2.87765
DB01588,2.5347,-5020.7597742,-5.0007,-2.466,1.26735,5.49883703,22.73025189,3.73335
DB01604,3.6618,-5511.1602341,-5.0066,-1.3448,1.8309,2.75412925,37.42652092,3.1757
DB01610,3.7126,-4893.01474699,-5.014,-1.3014,1.8563,2.68573757,28.10051943,3.1577
DB01614,2.0836,-4961.76106232,-4.605,-2.5214,1.0418,6.09348927,15.1767113,3.5632
DB01615,1.9566,-4961.75167302,-4.261,-2.3044,0.9783,5.507574,19.76790927,3.2827
DB01687,3.9901,-4939.59153473,-5.0465,-1.0564,1.99505,2.33361247,40.02532378,3.05145
DB01758,3.6974,-4568.86864321,-4.9757,-1.2783,1.8487,2.64459593,16.8357315,3.127
DB01758,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB01809,3.1766,-4536.54588468,-4.9961,-1.8195,1.5883,3.65582725,26.56748068,3.4078
DB01903,3.4113,-7618.75724515,-5.0284,-1.6171,1.70565,3.23649857,24.22904548,3.32275
DB01938,3.1532,-4555.23712107,-5.0042,-1.851,1.5766,3.72587903,35.00492215,3.4276
DB01959,1.564,-4649.21540985,-5.0405,-3.4765,0.782,11.59515489,24.16999778,4.2585
DB01978,2.6082,-4266.38344541,-3.6466,-1.0384,1.3041,2.10386713,26.4436169,2.3425
DB02010,1.3624,-5167.60544561,-4.9405,-3.5781,0.6812,13.31593988,36.09741929,4.2593
DB02029,3.9169,-4629.79875424,-5.0439,-1.127,1.95845,2.43049394,30.44785776,3.08545
DB02029,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB02043,3.9706,-6228.25971267,-5.0577,-1.0871,1.9853,2.37738421,23.35791603,3.0724
DB02195,2.4953,-4674.03589032,-4.9297,-2.4344,1.24765,5.43321132,28.79956659,3.68205
DB02236,3.9258,-4970.22101306,-5.0122,-1.0864,1.9629,2.36849317,39.29654209,3.0493
DB02240,1.9448,-6154.85131045,-4.5025,-2.5577,0.9724,6.40765426,32.71473789,3.5301
DB02243,2.5562,-5841.23378785,-4.5037,-1.9475,1.2781,4.07029785,44.18910007,3.2256
DB02324,3.3511,-5342.38872054,-5.0376,-1.6865,1.67555,3.37303578,26.73510347,3.36205
DB02324,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB02372,3.7098,-4040.05690974,-5.017,-1.3072,1.8549,2.69526023,29.81232905,3.1621
DB02400,1.4691,-4897.89896566,-4.967,-3.4979,0.73455,12.19361038,23.58257105,4.23245
DB02416,2.5952,-4903.58967041,-5.0306,-2.4354,1.2976,5.36963972,32.06951458,3.733
DB02416,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB02559,3.4013,-4582.99134661,-4.4773,-1.076,1.70065,2.2667172,26.67606086,2.77665
DB02568,3.4252,-4454.59269018,-5.0027,-1.5775,1.7126,3.16032874,23.1609879,3.2901
DB02650,2.3521,-5174.29726256,-4.9597,-2.6076,1.17605,6.08647903,30.50680843,3.78365
DB02675,3.9569,-5453.81032677,-5.0569,-1.1,1.97845,2.39501994,33.19433994,3.07845
DB02907,3.624,-4418.65220923,-4.6919,-1.0679,1.812,2.28858278,28.19571475,2.8799
DB02993,3.6673,-4243.47178371,-4.946,-1.2787,1.83365,2.64137718,22.7883143,3.11235
DB02998,2.3511,-4530.53158796,-5.0024,-2.6513,1.17555,6.22890601,30.88260967,3.82685
DB03013,3.938,-5205.1702158,-5.0202,-1.0822,1.969,2.36409889,34.67441438,3.0512
DB03015,2.9827,-4626.27441502,-4.093,-1.1103,1.49135,2.26928042,45.68295455,2.60165
DB03045,3.9623,-4982.91878362,-5.0244,-1.0621,1.98115,2.33737238,17.10343154,3.04325
DB03076,3.189,-6048.23606762,-4.9784,-1.7894,1.5945,3.59071157,40.49410686,3.3839
DB03164,2.4153,-4149.48482561,-3.5351,-1.1198,1.20765,2.24279531,33.98232422,2.32745
DB03197,2.2829,-4336.90606364,-5.0368,-2.7539,1.14145,6.64670008,29.57609885,3.89535
DB03209,1.9926,-4261.18568068,-5.0,-3.0074,0.9963,8.04457176,11.93996954,4.0037
DB03233,3.2051,-5064.68189505,-4.9926,-1.7875,1.60255,3.58567252,23.10900932,3.39005
DB03267,3.3783,-4956.36710865,-4.9848,-1.6065,1.68915,3.21502203,19.23624668,3.29565
DB03293,3.5391,-4318.73416141,-5.0306,-1.4915,1.76955,3.00484505,18.87840662,3.26105
DB03549,1.7951,-5181.41009943,-5.0625,-3.2674,0.89755,9.66342182,35.05563468,4.16495
DB03678,2.938,-4893.4288402,-4.9623,-2.0243,1.469,4.1535551,28.75612957,3.4933
DB03763,3.3359,-4516.82360456,-5.0433,-1.7074,1.66795,3.41526653,37.5105815,3.37535
DB04030,3.7303,-4942.68321601,-4.8378,-1.1075,1.86515,2.36888401,31.02154073,2.97265
DB04039,3.1334,-4454.5465355,-5.0787,-1.9453,1.5667,3.93634518,42.00530432,3.512
DB04205,3.0757,-5652.26872196,-5.0327,-1.957,1.53785,3.97112089,44.81535274,3.49485
DB04283,3.2533,-6702.47097591,-5.0175,-1.7642,1.62665,3.53421563,20.72142069,3.39085
DB04485,3.4208,-4516.83553566,-5.0547,-1.6339,1.7104,3.26951078,27.60072251,3.3443
DB04575,3.9388,-4763.86526566,-4.9673,-1.0285,1.9694,2.28176206,29.54512109,2.9979
DB04592,3.9008,-6447.72365928,-4.9054,-1.0046,1.9504,2.23852159,26.14934958,2.955
DB04599,2.9214,-4387.22627671,-5.029,-2.1076,1.4607,4.35844626,23.57103173,3.5683
DB04600,3.125,-7786.66918174,-4.9668,-1.8418,1.5625,3.70856272,27.58143772,3.4043
DB04685,3.0883,-5233.83634644,-4.9663,-1.878,1.54415,3.7920897,14.15661659,3.42215
DB04716,2.9414,-4676.57137602,-4.9769,-2.0355,1.4707,4.17945143,38.33252517,3.5062
DB04722,1.8008,-6057.76721949,-3.8499,-2.0491,0.9004,4.83093639,27.17788398,2.9495
DB04761,2.0869,-4816.14068813,-4.9768,-2.8899,1.04345,7.41350435,12.99831069,3.93335
DB04824,2.6806,-4713.1210206,-4.9205,-2.2399,1.3403,4.78170262,21.72107484,3.5802
DB04855,1.8884,-5732.97037101,-4.3976,-2.5092,0.9442,6.31538422,46.23893773,3.4534
DB04876,3.8901,-4619.20019281,-4.9856,-1.0955,1.94505,2.37653127,23.53848124,3.04055
DB04910,3.78,-4497.91371873,-4.9292,-1.1492,1.89,2.44358112,25.59752773,3.0392
DB04970,3.1661,-5014.4834613,-4.7836,-1.6175,1.58305,3.23537485,25.89509769,3.20055
DB05186,3.6828,-4612.2454914,-4.7626,-1.0798,1.8414,2.31709825,20.70961835,2.9212
DB05229,3.9618,-4950.238076,-4.9909,-1.0291,1.9809,2.28686456,27.90219786,3.01
DB05395,3.7041,-5311.41159494,-4.8957,-1.1916,1.85205,2.50095983,28.50068265,3.04365
DB05482,1.2555,-4977.61954164,-4.3599,-3.1044,0.62775,11.0943398,18.96833491,3.73215
DB05495,3.0267,-5661.24455385,-4.9984,-1.9717,1.51335,4.01281049,36.6733403,3.48505
DB05686,1.4336,-5044.20323352,-4.964,-3.5304,0.7168,12.58280402,25.20621302,4.2472
DB06077,1.8033,-4912.26120277,-3.8905,-2.0872,0.90165,4.9538204,27.04980146,2.98885
DB06169,2.2814,-5264.469125,-4.9285,-2.6471,1.1407,6.28887036,15.88372904,3.7878
DB06193,1.1756,-4725.08153098,-4.4805,-3.3049,0.5878,12.88968466,40.92101254,3.8927
DB06209,3.4772,-5194.16920542,-4.9952,-1.518,1.7386,3.04999527,14.28020028,3.2566
DB06216,3.6793,-4889.21527582,-4.8985,-1.2192,1.83965,2.54302811,20.27081236,3.05885
DB06274,3.3289,-5023.89424632,-4.432,-1.1031,1.66445,2.30086004,31.79802415,2.76755
DB06345,3.9669,-4659.74530061,-5.0524,-1.0855,1.98345,2.37426053,29.04100202,3.06895
DB06477,3.8603,-4308.18597928,-4.9855,-1.1252,1.93015,2.41824822,18.24850955,3.05535
DB06480,3.4819,-5193.26301845,-4.8996,-1.4177,1.74095,2.86540964,26.74289195,3.15865
DB06523,3.3002,-4548.89555658,-5.0373,-1.7371,1.6501,3.4764935,29.51809756,3.3872
DB06530,3.4282,-4672.16477847,-4.8956,-1.4674,1.7141,2.95255302,34.97978396,3.1815
DB06564,3.4017,-4416.67867191,-5.0665,-1.6648,1.70085,3.32998205,39.85678484,3.36565
DB06626,2.6023,-5183.16461879,-4.9291,-2.3268,1.30115,5.0578416,29.76579366,3.62795
DB06824,3.8758,-4100.13563414,-4.9468,-1.071,1.9379,2.33589948,24.02095622,3.0089
DB06883,3.4021,-4767.7674508,-4.4897,-1.0876,1.70105,2.2858143,34.00925291,2.78865
DB06899,3.4592,-5296.59426495,-4.9268,-1.4676,1.7296,2.95504389,18.95896555,3.1972
DB06909,3.4617,-4881.07897236,-4.9932,-1.5315,1.73085,3.07448003,22.90318348,3.26235
DB06976,3.1375,-4857.85879389,-4.9113,-1.7738,1.56875,3.56100096,42.25985233,3.34255
DB06994,2.5141,-5804.84681642,-5.0179,-2.5038,1.25705,5.6258672,33.50733955,3.76085
DB07168,3.8187,-4815.63877417,-4.886,-1.0673,1.90935,2.3202779,27.43299793,2.97665
DB07173,3.6569,-4811.09024183,-4.9237,-1.2668,1.82845,2.61986179,36.84636512,3.09525
DB07173,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB07194,2.734,-5239.96576569,-5.0396,-2.3056,1.367,4.93342749,33.17342785,3.6726
DB07204,2.0687,-4917.7383918,-4.5634,-2.4947,1.03435,6.02029966,31.71107783,3.52905
DB07306,3.6558,-4922.77844786,-5.0136,-1.3578,1.8279,2.77605025,23.66548235,3.1857
DB07318,3.2573,-4790.82027494,-4.9786,-1.7213,1.62865,3.44523532,30.56703321,3.34995
DB07332,2.776,-5479.40749766,-4.8963,-2.1203,1.388,4.43377842,38.67309753,3.5083
DB07335,3.1574,-4533.1670106,-4.8989,-1.7415,1.5787,3.4913942,26.0242494,3.3202
DB07382,3.4018,-4737.05711117,-4.8032,-1.4014,1.7009,2.82916847,43.91526605,3.1023
DB07402,2.803,-4631.55638744,-4.5802,-1.7772,1.4015,3.60475694,28.88990692,3.1787
DB07444,2.1722,-4691.85554431,-5.0714,-2.8992,1.0861,7.31176507,25.32327709,3.9853
DB07512,1.6139,-5057.13927861,-4.9799,-3.366,0.80695,10.78970922,37.11528993,4.17295
DB07528,2.6996,-5044.69988957,-5.0225,-2.3229,1.3498,4.99656441,32.35452013,3.6727
DB07564,2.9687,-4758.40942423,-4.592,-1.6233,1.48435,3.25310355,19.97837449,3.10765
DB07581,3.9717,-4511.12949273,-5.0417,-1.07,1.98585,2.35118947,25.18960801,3.05585
DB07594,3.8318,-4826.16393795,-4.9337,-1.1019,1.9159,2.3767203,41.53150202,3.0178
DB07604,3.4423,-4750.99260767,-4.9116,-1.4693,1.72115,2.95702618,32.87284397,3.19045
DB07625,3.2883,-4869.06721767,-5.0143,-1.726,1.64415,3.45403735,19.31961949,3.37015
DB07826,2.2267,-5192.0920945,-5.0121,-2.7854,1.11335,6.82635809,25.78328942,3.89875
DB07872,2.7747,-5894.85758097,-5.0402,-2.2655,1.38735,4.80892101,23.44782722,3.65285
DB07940,3.0765,-4822.43262915,-4.9178,-1.8413,1.53825,3.71245188,38.34647678,3.37955
DB07940,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB08056,3.1031,-4633.57991346,-4.8613,-1.7582,1.55155,3.53016179,22.06660957,3.30975
DB08075,2.6616,-4584.62419522,-4.9328,-2.2712,1.3308,4.87466336,24.89784567,3.602
DB08091,3.1941,-5116.681083,-4.8579,-1.6638,1.59705,3.32899494,29.17450462,3.26085
DB08139,3.1881,-4762.682157,-4.9857,-1.7976,1.59405,3.60819602,21.37842972,3.39165
DB08194,3.7218,-4515.62299895,-5.0035,-1.2817,1.8609,2.6535372,37.07315462,3.1426
DB08204,1.4127,-5071.21924763,-5.0363,-3.6236,0.70635,13.27137184,33.85404282,4.32995
DB08227,1.6248,-4484.1938755,-4.9497,-3.3249,0.8124,10.53498972,19.16750489,4.1373
DB08235,2.686,-4843.915135,-4.656,-1.97,1.343,4.08636225,23.73505114,3.313
DB08291,1.8644,-4307.0836392,-5.028,-3.1636,0.9322,8.99784254,29.78338605,4.0958
DB08295,1.5643,-4746.78924885,-4.9565,-3.3922,0.78215,11.1392942,18.18155139,4.17435
DB08300,2.89,-4532.9549079,-4.9966,-2.1066,1.445,4.36465833,27.33995532,3.5516
DB08372,3.3736,-5055.02845152,-5.0009,-1.6273,1.6868,3.2556494,24.29515357,3.3141
DB08502,3.3805,-6103.77459125,-4.9843,-1.6038,1.69025,3.2098108,23.02272127,3.29405
DB08512,2.7759,-4817.19711085,-4.693,-1.9171,1.38795,3.93506809,15.31345745,3.30505
DB08534,2.9782,-4709.54227941,-4.8451,-1.8669,1.4891,3.78172587,32.98108698,3.356
DB08555,2.8544,-7423.46027452,-5.0371,-2.1827,1.4272,4.56536505,24.80437404,3.6099
DB08564,2.5162,-7338.89209705,-4.9065,-2.3903,1.2581,5.2900495,15.80836972,3.6484
DB08600,3.49,-5285.9796384,-4.82,-1.33,1.745,2.70934814,25.55032053,3.075
DB08614,2.1487,-5710.37255894,-4.7962,-2.6475,1.07435,6.44676661,30.61552854,3.72185
DB08694,2.7025,-4640.28548245,-4.614,-1.9115,1.35125,3.93914433,23.35819361,3.26275
DB08699,3.5226,-4575.8529145,-4.9953,-1.4727,1.7613,2.96904446,21.83308314,3.234
DB08751,1.5314,-4682.41969298,-4.9663,-3.4349,0.7657,11.52216296,23.26524063,4.2006
DB08754,2.8836,-4655.35934393,-5.028,-2.1444,1.4418,4.45999114,28.43508501,3.5862
DB08786,3.8352,-4269.06798027,-4.9261,-1.0909,1.9176,2.36000007,30.01825528,3.0085
DB08796,3.1339,-5244.94115045,-4.8479,-1.714,1.56695,3.43489993,23.19527838,3.28095
DB08903,2.7379,-7713.65173396,-4.8313,-2.0934,1.36895,4.37848991,30.71156655,3.46235
DB08948,2.6768,-5409.23188537,-4.8958,-2.219,1.3384,4.72769529,46.83352445,3.5574
DB08948,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB08992,3.2731,-4434.43793942,-4.9759,-1.7028,1.63655,3.40694095,25.62497305,3.33935
DB09008,1.7228,-5638.50828451,-4.1918,-2.469,0.8614,6.43810318,33.15532261,3.3304
DB09053,3.3409,-5087.60106521,-4.9678,-1.6269,1.67045,3.25436769,22.90087997,3.29735
DB09169,3.2946,-4798.16333339,-4.4493,-1.1547,1.6473,2.38305227,44.00272611,2.802
DB09170,3.6832,-5077.4789438,-4.8284,-1.1452,1.8416,2.42207163,25.92368801,2.9868
DB09171,3.408,-4720.79977143,-4.5397,-1.1317,1.704,2.35950543,20.98782089,2.8357
DB09242,2.4999,-4800.76774148,-3.9049,-1.405,1.24995,2.81961659,22.62906398,2.65495
DB11174,3.9484,-4263.81294388,-5.0456,-1.0972,1.9742,2.38919511,29.53012776,3.0714
DB11363,2.3518,-5174.61067411,-4.5066,-2.1548,1.1759,4.71705183,20.71955556,3.3307
DB11372,2.3667,-4607.88866296,-4.9365,-2.5698,1.18335,5.95180417,38.5410427,3.75315
DB11432,3.5025,-6150.75009838,-5.0073,-1.5048,1.75125,3.02694121,22.84375034,3.25605
DB11487,2.5717,-5333.68220909,-5.0409,-2.4692,1.28585,5.48291033,27.79090136,3.75505
DB11644,2.1824,-5380.19146244,-5.0051,-2.8227,1.0912,7.01915928,19.68526234,3.9139
DB11725,3.2768,-4621.11865802,-4.7069,-1.4301,1.6384,2.87344124,30.23871152,3.0685
DB11742,2.0735,-5089.53475021,-4.3935,-2.32,1.03675,5.4341792,34.39739831,3.35675
DB11759,3.4905,-5430.80384227,-4.6763,-1.1858,1.74525,2.46126747,39.34897043,2.93105
DB11765,2.5642,-5083.23753969,-5.006,-2.4418,1.2821,5.40809266,29.17447751,3.7239
DB11784,3.9365,-5341.63819168,-5.0412,-1.1047,1.96825,2.39883696,28.43118813,3.07295
DB11786,2.9787,-5508.81792444,-4.8579,-1.8792,1.48935,3.80942327,40.07797659,3.36855
DB11798,3.1096,-5234.15686249,-4.6364,-1.5268,1.5548,3.05385212,29.29219042,3.0816
DB11800,2.9448,-5546.60904389,-4.899,-1.9542,1.4724,3.98722751,42.98980444,3.4266
DB11816,3.4447,-5017.46515998,-4.8601,-1.4154,1.72235,2.85815167,42.44530072,3.13775
DB11820,1.6799,-4968.89993151,-4.9821,-3.3022,0.83995,10.21334997,20.39410387,4.14215
DB11833,2.6371,-5059.59955242,-4.9502,-2.3131,1.31855,5.00128236,31.25133987,3.63165
DB11836,3.2706,-4680.77933462,-5.0007,-1.7301,1.6353,3.46294783,22.87340158,3.3654
DB11838,2.4628,-5918.11835645,-5.0147,-2.5519,1.2314,5.81182349,20.64494828,3.7833
DB11853,2.6288,-6119.97891345,-4.7465,-2.1177,1.3144,4.48086975,25.62771887,3.4321
DB11878,2.9462,-5268.31956219,-4.9706,-2.0244,1.4731,4.15196058,24.0220285,3.4975
DB11883,3.4898,-7467.02284876,-4.8326,-1.3428,1.7449,2.73193057,25.00771084,3.0877
DB11899,3.278,-7181.40779405,-4.8076,-1.5296,1.639,3.06285112,21.85191698,3.1686
DB11900,2.8296,-4811.91821691,-5.0019,-2.1723,1.4148,4.54738705,36.50672905,3.5871
DB11902,2.9967,-5695.30745351,-5.0409,-2.0442,1.49835,4.18782678,30.13003692,3.54255
DB11905,3.2735,-5151.34409899,-4.3877,-1.1142,1.63675,2.31181485,21.88194386,2.75095
DB11911,2.3937,-4840.38881367,-4.9179,-2.5242,1.19685,5.78443961,38.77982549,3.72105
DB11919,3.6519,-4454.57401734,-4.993,-1.3411,1.82595,2.74657184,28.2525122,3.16705
DB11925,2.6819,-5166.44139317,-4.9554,-2.2735,1.34095,4.87126619,27.29206393,3.61445
DB11943,2.6654,-5614.36367537,-5.0037,-2.3383,1.3327,5.05599197,30.10923078,3.671
DB11950,3.2092,-5300.98005709,-4.2793,-1.0701,1.6046,2.22922226,23.33086176,2.6747
DB11952,2.897,-5354.11621057,-4.985,-2.088,1.4485,4.31716681,31.62685968,3.5365
DB11953,3.1194,-4952.42700238,-4.9647,-1.8453,1.5597,3.71674841,23.70398008,3.405
DB11957,3.6493,-5099.11252435,-4.8152,-1.1659,1.82465,2.45071364,43.50420394,2.99055
DB11963,2.5095,-5555.38581188,-4.8011,-2.2916,1.25475,5.01159527,27.3552133,3.54635
DB11966,3.1153,-6155.12354655,-5.0017,-1.8864,1.55765,3.80749218,5.92184969,3.44405
DB11968,1.8726,-5211.20763293,-3.9062,-2.0336,0.9363,4.71019225,37.78844265,2.9699
DB11970,3.4683,-5706.16944453,-4.6509,-1.1826,1.73415,2.45291081,41.94092896,2.91675
DB11977,3.1916,-5805.09741702,-4.8117,-1.6201,1.5958,3.24038501,26.845387,3.2159
DB11978,2.9351,-4858.81317897,-4.7569,-1.8218,1.46755,3.68635598,35.37207669,3.28935
DB11990,2.6855,-5191.95739647,-4.4678,-1.7823,1.34275,3.63654348,27.3443998,3.12505
DB11998,2.7746,-7203.67678421,-4.884,-2.1094,1.3873,4.40672922,41.62629082,3.4967
DB12002,3.3541,-6246.10933368,-4.7794,-1.4253,1.67705,2.8694957,20.09018781,3.10235
DB12012,2.948,-5253.78142919,-4.9561,-2.0081,1.474,4.11296486,24.70608489,3.4821
DB12021,2.6621,-4937.53400202,-4.541,-1.8789,1.33105,3.87054543,32.69822664,3.20995
DB12022,3.122,-5494.80423205,-4.9958,-1.8738,1.561,3.77894012,33.83947492,3.4348
DB12027,3.1263,-4672.88450232,-4.2789,-1.1526,1.56315,2.35911399,41.35175614,2.71575
DB12028,3.1154,-7051.05992536,-5.0282,-1.9128,1.5577,3.86607506,34.38654318,3.4705
DB12039,3.9443,-4673.05550708,-4.9403,-0.996,1.97215,2.23358122,27.57303687,2.96815
DB12041,2.9192,-5269.22952805,-4.8517,-1.9325,1.4596,3.94160812,27.82581813,3.3921
DB12043,3.9367,-5304.97386042,-4.9965,-1.0598,1.96835,2.32928403,29.8119638,3.02815
DB12046,1.6654,-5409.57977066,-3.7258,-2.0604,0.8327,5.0258362,38.17033379,2.8931
DB12057,3.6304,-4546.54464433,-4.8593,-1.2289,1.8152,2.5524859,24.95430286,3.0441
DB12059,3.5484,-5063.68120354,-4.8957,-1.3473,1.7742,2.74595938,33.44980975,3.1215
DB12060,1.4739,-6950.14343644,-5.0521,-3.5782,0.73695,12.63350263,24.22689151,4.31515
DB12063,3.49,-4848.79390687,-5.0711,-1.5811,1.745,3.16989719,19.43063163,3.3261
DB12067,2.5623,-5883.17651531,-4.5397,-1.9774,1.28115,4.14399099,27.91299555,3.25855
DB12078,2.5158,-5063.53668223,-5.0392,-2.5234,1.2579,5.68337296,24.5517,3.7813
DB12096,2.5727,-4958.50097729,-4.9199,-2.3472,1.28635,5.13184032,29.70811585,3.63355
DB12100,2.5796,-5222.37542559,-4.7954,-2.2158,1.2898,4.76400657,32.81817456,3.5056
DB12101,2.7102,-5150.86444785,-4.6823,-1.9721,1.3551,4.08466528,17.58632335,3.3272
DB12106,3.9052,-4520.7676477,-4.9861,-1.0809,1.9526,2.35637669,17.29116041,3.0335
DB12113,2.1771,-5626.66098186,-4.9575,-2.7804,1.08855,6.87555652,45.57556392,3.86895
DB12124,0.9333,-5126.32043962,-4.524,-3.5907,0.46665,17.63858247,34.07783203,4.05735
DB12130,2.9514,-5032.0193079,-4.9124,-1.961,1.4757,4.00179809,28.21621154,3.4367
DB12131,3.0672,-4755.51238303,-4.8715,-1.8043,1.5336,3.632491,28.30597591,3.3379
DB12134,2.0149,-5127.12582598,-4.5969,-2.582,1.00745,6.39443709,34.40083412,3.58945
DB12137,2.513,-5679.3415623,-5.0315,-2.5185,1.2565,5.67076204,38.20326635,3.775
DB12140,2.6131,-5273.71398043,-5.0405,-2.4274,1.30655,5.33557177,27.4875088,3.73395
DB12143,3.3085,-4654.38379058,-4.3968,-1.0883,1.65425,2.27341106,40.21070865,2.74255
DB12156,3.8312,-4530.0148387,-5.0562,-1.225,1.9156,2.57448537,29.01151968,3.1406
DB12161,3.3862,-4662.25418899,-4.7038,-1.3176,1.6931,2.67683967,41.04398659,3.0107
DB12165,3.2412,-6041.35396636,-4.6875,-1.4463,1.6206,2.90197322,20.92201634,3.0669
DB12173,2.3738,-4294.45269978,-5.0309,-2.6571,1.1869,6.2247603,21.13044797,3.844
DB12176,3.914,-5151.86110298,-5.0308,-1.1168,1.957,2.41396179,25.00619516,3.0738
DB12184,2.7007,-4807.29115451,-4.3199,-1.6192,1.35035,3.26516355,26.35730591,2.96955
DB12185,1.2966,-5134.38068477,-4.4928,-3.1962,0.6483,11.39918267,27.59655128,3.8445
DB12188,3.5714,-5065.83726647,-4.7506,-1.1792,1.7857,2.46139665,38.91574248,2.9649
